Student_ID,Age,Gender,Grade,Section,Average_Score,Math_Score,Science_Score,Language_Score,Exam_Attendance,Assignments_Completed,Failed_Subjects,Attendance_Percentage,Days_Absent,Late_Coming,Participation_in_Activities,Disciplinary_Actions,Homework_Completion,Class_Engagement,Parent_Education_Level,Family_Income,Siblings_in_School,Parental_Involvement,Dropout_Risk
204,10,Female,10,C,41.44,90.18,54.6,95.46,1,14,2,93.0,45,7,4,0,89.07,Medium,Post-Graduate,6968,2,Medium,High
205,13,Other,8,A,92.02,79.01,91.44,80.29,1,2,2,96.99,30,9,6,4,51.58,Low,Graduate,3407,0,Medium,High
206,14,Male,7,C,90.45,28.01,67.36,71.72,0,5,3,51.15,8,2,2,3,60.39,High,Graduate,4888,3,Low,High
207,17,Female,11,D,61.62,57.18,60.75,95.78,1,1,1,78.07,42,3,2,2,96.55,High,Post-Graduate,5040,0,High,Low
208,13,Male,8,A,64.84,36.96,52.96,31.4,1,8,3,95.84,2,7,1,1,97.51,High,High School,5390,0,Medium,High
209,15,Female,7,D,51.13,45.39,91.37,46.43,1,6,2,95.02,8,13,9,1,77.48,High,Illiterate,2961,1,Low,High
210,14,Male,7,A,99.78,57.5,69.69,64.27,1,18,2,63.55,2,3,4,4,72.52,High,High School,3656,0,Medium,High
211,16,Other,10,B,76.95,37.72,46.7,85.11,1,5,1,75.1,49,11,5,1,81.21,Medium,Graduate,9647,1,Medium,Low
212,16,Male,9,D,96.63,61.27,59.35,69.9,1,0,2,54.8,18,19,1,0,95.0,Medium,Graduate,8100,0,Medium,High
213,14,Male,6,C,59.04,71.46,55.53,84.71,1,13,3,63.71,3,19,1,3,73.37,High,Post-Graduate,8638,0,Medium,High
214,16,Female,11,C,91.81,89.99,56.09,32.25,1,7,3,99.6,5,5,5,0,82.02,Medium,Graduate,8104,0,Medium,High
215,12,Male,6,B,61.38,36.92,44.93,35.42,0,7,1,79.25,40,13,3,0,61.48,Medium,Graduate,8429,0,Medium,Low
216,14,Female,8,B,90.68,44.85,70.64,79.25,1,5,3,99.94,11,11,3,4,77.56,Medium,High School,8435,3,Low,High
217,13,Male,6,C,39.16,52.46,24.18,47.87,1,14,3,50.83,33,16,4,4,56.75,Medium,Post-Graduate,2467,2,Medium,High
218,14,Female,10,B,74.58,37.96,90.89,54.89,1,18,3,98.57,26,19,7,2,50.85,High,Post-Graduate,3222,2,Low,High
219,17,Male,9,A,77.51,46.56,53.23,83.33,1,19,1,67.7,8,2,3,1,78.78,Medium,Graduate,2936,0,High,High
220,16,Male,11,C,75.93,90.67,84.07,25.6,1,16,1,54.15,27,8,5,2,84.86,High,Graduate,4167,2,Medium,High
221,12,Male,7,D,61.29,31.09,78.36,33.44,1,5,0,54.48,41,15,8,4,61.64,Medium,High School,2808,2,Low,High
222,12,Female,7,C,77.87,55.5,57.75,43.66,1,6,1,67.2,23,9,0,2,60.04,High,Graduate,4960,2,Low,High
223,15,Male,10,B,46.76,44.88,35.9,90.68,1,9,2,73.68,43,8,5,3,84.2,Medium,High School,3853,2,Medium,High
224,13,Male,11,A,71.71,26.17,64.98,52.39,1,8,0,54.26,21,16,2,0,80.74,High,Graduate,6323,2,Medium,High
225,11,Male,6,D,68.8,27.69,95.85,40.17,1,4,2,92.58,36,1,5,4,91.08,Medium,High School,5995,1,High,High
226,11,Male,7,C,52.28,82.79,34.86,74.27,1,1,1,74.3,33,1,5,1,63.52,High,Graduate,8890,1,High,High
227,14,Female,6,C,84.52,88.19,40.48,22.42,1,12,3,68.25,26,1,2,4,85.09,Medium,Graduate,6673,3,High,High
228,15,Female,10,D,35.66,79.31,99.44,82.01,1,10,3,76.08,27,15,3,4,59.5,Medium,Illiterate,6716,1,Medium,High
229,10,Male,7,A,42.0,63.14,91.41,75.83,1,10,0,74.38,11,0,5,0,62.41,High,Graduate,2054,2,Medium,High
230,14,Female,8,B,62.98,81.81,63.96,24.41,1,14,2,55.16,38,7,4,1,75.28,Low,Post-Graduate,8354,2,High,High
231,15,Female,9,B,92.42,32.16,75.58,59.84,1,13,0,52.51,17,6,3,2,91.68,Medium,Graduate,5080,2,Medium,High
232,13,Male,6,B,70.26,82.42,55.44,52.33,1,10,0,83.93,33,9,2,1,64.63,High,Post-Graduate,4811,1,Medium,Low
233,13,Female,11,B,88.94,53.88,52.33,32.65,1,12,3,74.38,5,11,1,2,59.8,Low,Post-Graduate,7306,1,High,High
234,13,Male,6,D,66.23,80.03,55.46,32.32,1,17,1,51.23,27,4,7,2,80.95,High,Post-Graduate,6077,0,High,High
235,13,Female,6,A,84.98,38.22,53.15,32.82,1,6,0,83.34,0,13,8,4,67.18,Medium,Illiterate,7140,1,Low,Low
236,13,Male,6,A,52.81,86.6,74.04,67.97,1,16,3,85.28,18,16,3,4,70.13,Low,High School,2639,1,Low,High
237,15,Female,10,C,87.06,65.45,46.44,33.69,1,10,2,98.5,17,2,3,4,79.53,High,High School,6143,1,Low,High
238,15,Female,10,C,58.12,20.59,33.66,24.77,1,5,0,81.5,15,11,4,0,54.54,Medium,High School,5057,3,Low,Low
239,12,Male,11,A,69.12,61.54,76.53,96.61,1,13,0,63.75,37,15,3,4,65.5,Medium,Post-Graduate,3188,1,Low,High
240,17,Male,10,C,42.31,44.82,22.5,23.13,1,5,1,61.94,48,14,9,2,79.13,Medium,Graduate,9068,1,High,High
241,11,Other,11,A,94.43,24.6,77.5,73.11,1,13,1,72.87,3,4,7,4,56.9,Medium,Illiterate,2742,2,Medium,High
242,16,Male,11,D,79.1,55.78,41.06,94.88,1,18,1,54.62,29,12,1,1,77.2,High,Graduate,7908,2,Medium,High
243,13,Female,10,D,90.12,44.92,35.22,23.03,1,2,1,74.8,16,8,4,3,85.89,Low,High School,2654,0,Medium,High
244,10,Other,7,B,44.55,36.35,50.32,97.26,1,16,1,66.39,23,2,9,1,75.02,Low,High School,4195,3,Medium,High
245,16,Female,10,A,34.74,47.93,29.4,60.19,1,19,3,91.49,11,4,9,0,75.22,Medium,High School,3782,3,High,High
246,15,Female,7,D,53.6,34.37,50.76,82.81,1,6,0,84.75,10,1,7,0,57.71,High,High School,4827,0,Low,Low
247,10,Female,8,A,66.17,43.98,28.19,70.01,0,16,3,62.83,38,1,3,4,51.49,Medium,High School,6325,0,Medium,High
248,10,Female,10,C,86.17,29.23,58.68,69.35,1,9,3,73.93,31,12,0,0,53.6,High,Graduate,7897,1,Medium,High
249,10,Female,8,A,57.84,26.75,34.09,83.1,1,17,1,85.84,8,13,4,2,75.47,High,Post-Graduate,7626,2,Medium,Low
250,12,Female,10,B,48.9,92.8,30.4,25.24,1,17,0,58.65,10,17,4,2,72.44,Medium,Graduate,6211,0,High,High
251,15,Male,8,B,56.08,92.22,66.33,51.39,1,12,1,98.45,15,12,8,1,90.64,Medium,High School,4652,0,Medium,Low
252,10,Other,9,D,79.25,86.24,70.02,97.57,1,7,1,54.59,9,2,2,2,68.87,Medium,Graduate,3326,3,Low,High
253,13,Female,8,C,53.54,38.43,20.44,24.37,1,4,2,97.66,14,2,2,3,96.61,High,High School,2422,1,Medium,High
254,14,Male,7,C,98.54,78.07,51.01,41.02,1,0,1,50.83,30,12,3,0,66.82,Medium,Graduate,7136,1,High,High
255,10,Female,6,A,42.25,67.18,26.24,73.77,1,16,1,74.17,18,13,4,0,77.81,High,Graduate,3811,0,High,High
256,12,Female,11,C,82.72,24.1,79.09,28.03,1,4,3,64.41,6,17,8,3,83.61,Low,High School,5568,1,Low,High
257,16,Male,8,B,71.24,91.97,74.52,62.93,1,15,3,98.38,3,3,3,1,88.43,Medium,High School,8111,0,Low,High
258,15,Female,6,D,46.32,99.84,23.98,77.07,1,17,0,92.78,18,11,8,2,82.68,High,Graduate,4519,3,Low,High
259,17,Male,9,D,82.75,76.7,95.3,80.59,1,2,0,95.13,10,6,6,2,56.29,Medium,High School,9069,0,Medium,Low
260,12,Female,9,D,61.33,38.52,96.8,64.9,1,17,1,74.59,43,4,4,0,84.35,Medium,Illiterate,3039,1,Medium,High
261,10,Male,7,C,77.77,64.35,46.77,60.05,1,8,1,55.29,34,2,1,1,50.05,High,High School,8291,3,Medium,High
262,15,Female,7,C,76.36,28.75,30.45,77.11,1,13,2,62.36,3,7,9,4,66.8,High,High School,2266,1,Medium,High
263,14,Female,8,B,37.75,43.9,29.15,31.6,0,16,2,76.55,17,3,9,4,73.93,High,Graduate,5424,1,Low,High
264,10,Male,10,A,88.8,77.38,87.26,74.44,1,18,3,69.45,14,2,5,2,70.61,Medium,Graduate,4732,3,Medium,High
265,12,Other,9,A,77.7,44.09,56.73,93.54,1,14,0,66.38,0,7,6,0,63.17,Medium,High School,5895,3,Medium,High
266,11,Female,6,D,84.64,31.78,20.76,74.62,1,7,0,65.14,18,5,3,2,92.94,High,High School,4549,2,Medium,High
267,13,Male,10,D,61.34,20.6,94.03,23.72,1,3,0,61.71,33,6,6,2,99.66,High,Graduate,4721,3,Medium,High
268,17,Female,9,C,43.65,65.8,67.42,60.48,1,14,3,76.9,30,13,2,1,83.0,High,High School,2031,3,Medium,High
269,16,Female,8,D,52.83,97.49,75.23,78.1,1,16,0,84.41,17,16,5,3,56.2,High,High School,8145,2,Low,Low
270,12,Male,9,B,93.1,58.73,85.88,23.46,1,10,3,84.55,15,9,7,2,59.32,Low,Illiterate,5309,3,High,High
271,15,Male,7,B,95.66,37.01,85.49,80.98,0,11,3,52.23,26,11,0,1,50.18,High,High School,4791,0,Medium,High
272,17,Male,6,D,63.73,57.06,26.06,42.53,1,13,0,51.35,16,5,5,0,68.35,Medium,High School,6944,1,High,High
273,17,Male,6,D,50.92,68.17,65.92,67.1,1,6,2,54.36,18,2,8,4,91.01,High,High School,7439,0,High,High
274,17,Female,7,D,81.12,84.11,75.7,97.31,1,2,2,50.89,22,6,6,2,61.75,High,High School,3093,0,Medium,High
275,10,Female,10,D,83.62,56.21,26.85,99.59,1,10,0,72.02,41,2,4,3,70.2,High,High School,4908,2,Medium,High
276,13,Male,7,D,87.08,33.84,37.79,70.75,1,1,2,52.68,42,1,6,2,97.51,High,High School,4660,2,Medium,High
277,10,Male,6,B,32.18,35.04,51.67,59.32,1,16,2,71.78,3,18,5,2,76.55,Low,Post-Graduate,7162,1,High,High
278,15,Male,8,A,30.68,91.98,90.92,34.22,1,9,3,66.85,14,9,8,1,97.0,High,Graduate,7322,3,Medium,High
279,10,Other,10,B,55.0,38.9,88.05,36.67,1,0,3,52.93,6,16,5,0,52.5,Medium,High School,3694,2,Low,High
280,11,Male,11,B,40.67,78.24,82.57,54.34,1,12,0,54.24,45,8,5,0,83.7,High,High School,9904,2,High,High
281,13,Other,9,D,86.35,41.52,99.22,76.18,1,13,1,88.6,24,7,7,3,56.55,Medium,Post-Graduate,2039,3,Medium,Low
282,13,Female,11,A,67.3,77.64,39.41,81.54,1,16,0,86.22,45,8,2,3,51.47,Medium,Graduate,8962,0,Low,Low
283,15,Male,8,D,87.77,26.27,57.43,37.75,1,9,0,64.31,24,2,2,3,63.23,High,High School,5360,0,Medium,High
284,16,Female,11,B,42.38,36.59,55.74,62.83,1,19,3,56.49,30,8,7,3,50.97,High,Post-Graduate,3782,1,High,High
285,11,Female,10,A,73.91,52.7,74.31,67.33,1,14,0,67.82,13,11,7,4,58.01,High,Graduate,9779,1,High,High
286,12,Female,6,C,70.61,61.23,88.01,91.45,1,16,2,74.2,11,2,5,3,60.05,Medium,Graduate,3988,2,High,High
287,10,Other,6,D,53.83,48.24,59.33,90.11,1,12,0,75.87,21,4,1,1,99.83,Medium,High School,3011,2,Medium,Low
288,14,Male,8,C,66.2,65.88,59.32,85.39,1,7,1,51.23,0,0,6,0,52.96,High,Post-Graduate,5521,2,Medium,High
289,10,Male,11,C,71.23,46.03,68.67,61.33,1,6,3,80.05,28,1,7,0,97.53,High,Graduate,3112,3,Medium,High
290,17,Female,10,C,92.26,74.28,79.4,25.21,1,16,3,81.51,4,10,6,1,69.18,Medium,High School,5073,1,Medium,High
291,10,Male,9,C,33.89,60.9,36.1,46.76,1,4,0,82.15,18,4,2,0,77.14,Low,Graduate,4364,2,High,High
292,12,Male,11,A,87.64,76.41,96.95,69.74,1,3,0,81.32,21,15,9,0,51.68,Low,High School,3674,1,Medium,Low
293,10,Male,11,D,98.61,54.48,27.36,71.01,1,16,1,97.84,37,19,6,4,50.27,Low,Post-Graduate,4310,3,Medium,Low
294,11,Male,9,A,81.22,90.12,21.85,87.93,1,3,2,85.49,44,2,1,4,62.23,High,Graduate,6575,2,Medium,High
295,11,Female,7,D,81.61,50.57,48.7,50.35,1,19,2,65.85,13,0,0,3,84.35,High,Graduate,3024,0,Medium,High
296,13,Male,8,D,45.26,44.65,76.11,94.93,1,19,3,90.61,15,8,5,3,84.7,Medium,High School,5768,2,Medium,High
297,15,Female,10,D,66.62,64.57,98.25,33.06,1,10,0,71.59,5,0,9,2,79.27,Low,High School,8470,2,Low,High
298,16,Female,8,A,79.42,60.73,94.62,23.99,1,9,3,53.02,27,4,3,4,73.16,High,Graduate,3478,3,Medium,High
299,14,Male,9,B,72.16,61.45,75.08,34.14,1,2,1,82.44,0,17,0,1,62.01,Medium,High School,4957,3,High,Low
300,17,Male,10,C,56.96,83.69,54.92,56.99,1,15,2,69.11,5,3,1,1,91.86,High,Graduate,5356,0,Medium,High
301,10,Female,6,B,95.81,67.09,67.66,85.83,1,12,2,96.52,1,9,1,2,78.66,High,High School,8186,3,Medium,High
302,10,Male,6,B,65.98,90.82,97.49,32.31,1,6,1,67.09,28,14,2,4,67.18,Medium,High School,7903,1,Medium,High
303,12,Female,10,B,97.89,69.53,41.24,63.85,1,10,1,52.25,4,1,7,4,57.41,Medium,High School,8007,3,Medium,High
304,15,Female,8,C,69.47,21.74,58.26,82.13,1,18,3,97.34,34,3,2,1,82.97,Medium,High School,4810,2,Low,High
305,11,Male,8,B,85.54,89.63,75.43,22.79,1,1,3,91.62,31,7,2,4,59.77,Medium,Graduate,5200,1,Medium,High
306,14,Female,6,C,81.94,87.18,20.82,23.32,1,9,1,98.97,14,0,3,3,76.19,Medium,High School,7404,3,Medium,Low
307,13,Female,6,C,76.26,23.91,50.5,59.25,1,10,3,59.05,9,8,6,4,71.75,High,High School,4042,2,High,High
308,11,Male,9,C,31.01,30.02,65.43,34.61,1,12,3,51.06,17,7,1,4,60.03,Medium,Illiterate,5361,3,Medium,High
309,17,Female,10,D,35.42,64.51,92.07,56.05,1,19,2,97.55,30,14,7,1,88.99,High,High School,6960,2,Low,High
310,15,Female,8,D,70.7,23.43,99.36,23.51,1,0,0,87.12,17,6,2,4,72.91,Medium,High School,9186,3,Medium,Low
311,17,Male,9,B,93.82,52.89,64.51,98.15,1,17,1,92.85,43,13,0,0,51.27,Medium,Post-Graduate,3045,3,High,Low
312,16,Female,8,D,72.08,98.03,95.57,72.34,1,6,0,50.2,5,12,8,4,75.17,High,Graduate,3879,0,Medium,High
313,13,Other,6,C,46.52,33.82,27.94,74.94,1,6,1,82.85,32,19,1,1,60.33,Low,High School,5274,3,High,High
314,16,Other,10,D,52.42,36.49,76.1,60.78,1,1,1,85.57,4,4,4,0,99.65,Low,High School,8408,3,Low,Low
315,12,Female,7,C,73.62,74.11,52.04,85.99,1,7,3,67.17,19,6,2,3,82.37,Low,Graduate,8604,1,Medium,High
316,17,Female,10,A,71.79,23.52,80.08,86.67,1,10,3,73.67,25,4,8,0,54.84,Medium,Graduate,4679,2,Medium,High
317,12,Male,11,D,96.9,85.65,89.42,32.73,1,16,1,56.64,16,1,1,4,75.23,Medium,High School,2158,0,High,High
318,10,Other,7,B,67.04,35.92,24.3,81.47,1,14,1,54.0,41,9,4,4,69.77,Medium,High School,5899,2,Medium,High
319,16,Male,9,A,54.85,62.52,94.84,65.33,1,11,3,90.53,40,12,4,2,79.63,Low,Post-Graduate,7682,3,Medium,High
320,15,Female,7,A,66.75,39.9,25.45,80.99,1,19,3,91.11,13,2,3,3,82.98,Medium,High School,6654,2,High,High
321,17,Male,7,D,85.04,72.71,80.27,93.5,1,7,0,61.51,17,13,3,1,72.69,Medium,Post-Graduate,9040,0,High,High
322,14,Male,9,D,67.83,66.98,25.53,46.81,1,4,2,90.84,26,15,9,1,81.96,Low,Graduate,2606,1,Low,High
323,13,Male,10,B,52.82,95.72,88.93,65.67,1,7,2,68.21,30,7,6,1,64.38,Medium,High School,5231,1,High,High
324,11,Other,9,A,53.7,55.65,36.4,83.0,1,12,0,64.45,14,13,2,2,51.85,Low,Post-Graduate,5430,1,Medium,High
325,15,Male,11,C,82.98,89.99,54.73,98.94,1,13,1,89.61,42,17,5,1,52.79,Low,Graduate,3773,3,Low,Low
326,15,Female,6,D,34.65,66.07,94.61,69.01,1,13,3,85.33,32,5,6,0,92.61,High,High School,7073,0,High,High
327,12,Male,6,A,49.23,93.16,83.37,77.7,1,0,1,81.76,15,1,1,3,67.06,Medium,High School,3402,3,Low,High
328,16,Male,7,A,40.71,43.35,82.86,87.71,1,0,2,89.78,10,11,7,4,97.17,Low,High School,9158,2,High,High
329,17,Male,9,C,96.13,63.98,81.07,80.1,1,8,3,93.16,1,4,5,1,73.63,High,High School,7988,2,Low,High
330,17,Female,9,A,36.31,51.2,65.55,95.39,1,6,0,97.43,12,1,7,3,92.15,Medium,Graduate,7937,0,Medium,High
331,10,Male,9,D,83.07,25.27,96.11,38.38,1,8,0,81.18,2,9,3,4,56.86,Low,Graduate,2410,1,High,Low
332,10,Male,11,C,74.13,65.94,86.53,92.62,1,1,2,54.55,19,1,7,4,92.9,Medium,Post-Graduate,3124,3,Medium,High
333,13,Male,11,D,74.3,83.54,55.22,36.57,1,7,1,67.69,1,12,9,0,96.92,Medium,Graduate,9628,3,Medium,High
334,12,Male,10,B,83.44,64.5,79.4,65.21,1,0,1,56.58,22,2,5,0,97.71,Low,High School,9345,1,Medium,High
335,15,Other,8,A,58.03,42.35,99.85,61.83,1,3,1,56.08,23,4,7,4,65.02,High,Graduate,9724,2,Medium,High
336,17,Other,8,D,58.05,41.11,89.68,86.51,1,11,2,99.46,26,6,2,1,85.95,High,Post-Graduate,4099,1,Low,High
337,14,Male,8,D,50.21,39.03,20.1,51.88,1,3,2,59.24,21,15,4,2,53.12,Medium,Post-Graduate,8204,0,Medium,High
338,12,Female,10,B,71.84,98.37,79.03,31.45,1,18,2,86.9,0,7,0,2,64.47,High,Graduate,4725,0,Medium,High
339,13,Other,9,A,95.09,51.94,91.83,76.54,1,6,1,89.09,30,3,5,1,66.51,High,High School,9641,3,High,Low
340,13,Male,8,D,94.68,45.35,46.22,68.53,1,0,0,74.57,12,3,4,4,85.44,Medium,High School,3560,0,Medium,High
341,12,Female,9,C,79.21,53.48,98.2,86.17,1,10,1,50.23,36,5,5,1,66.08,Low,Graduate,5399,1,Low,High
342,13,Other,7,D,93.43,29.26,52.1,80.69,1,3,2,86.39,20,4,2,2,53.32,High,High School,9903,1,Medium,High
343,12,Male,8,D,97.45,35.68,53.69,91.59,1,3,3,97.6,43,11,4,4,73.38,Medium,Illiterate,7476,1,Medium,High
344,11,Male,7,D,85.66,60.71,32.87,87.13,1,11,2,88.49,39,5,7,0,65.0,Medium,Illiterate,2843,2,Medium,High
345,12,Other,10,D,58.55,83.91,27.73,74.88,1,16,3,76.43,26,1,5,0,88.57,Medium,High School,6194,0,Low,High
346,16,Female,6,A,63.83,90.11,62.93,57.26,1,10,2,79.38,36,0,3,2,75.75,Medium,Illiterate,6942,1,Medium,High
347,12,Male,11,D,95.19,89.28,68.22,21.63,1,4,2,57.92,19,13,1,0,65.4,Medium,Graduate,3806,3,Low,High
348,13,Male,10,B,76.9,95.58,49.35,44.61,1,1,3,94.17,39,10,0,1,52.74,High,Graduate,2513,1,Medium,High
349,17,Male,10,D,87.45,30.06,68.53,78.2,1,8,2,79.85,35,17,2,3,60.88,Medium,High School,8407,2,High,High
350,16,Female,10,C,38.13,23.28,51.57,24.76,1,15,0,62.41,44,2,0,3,58.5,High,Post-Graduate,7575,0,Low,High
351,13,Female,8,C,43.57,28.46,89.45,80.53,1,17,3,55.02,19,18,6,0,67.43,Medium,High School,5664,2,Medium,High
352,10,Other,7,D,54.09,68.06,96.31,61.31,1,11,2,63.38,48,15,2,1,51.84,Medium,Graduate,7169,3,High,High
353,10,Male,11,D,43.18,64.49,67.48,89.42,1,11,3,88.31,35,3,7,0,52.1,Medium,Post-Graduate,4835,2,High,High
354,17,Female,8,B,93.45,73.7,87.38,72.79,1,3,3,97.76,38,7,1,0,95.74,Medium,High School,3641,2,Medium,High
355,17,Female,6,B,45.18,49.69,88.3,83.88,1,17,3,61.67,0,12,6,4,94.6,Low,Graduate,2963,0,High,High
356,16,Male,11,A,69.0,51.33,77.1,33.72,1,15,0,65.48,47,5,0,1,85.5,Low,Graduate,9506,2,Medium,High
357,11,Male,10,A,35.98,63.65,35.36,33.83,1,4,2,90.27,41,15,3,2,86.05,High,Post-Graduate,6805,2,Medium,High
358,17,Other,9,C,40.85,26.32,32.4,36.89,1,1,0,86.43,7,9,9,1,53.92,High,Graduate,3745,2,Medium,High
359,10,Female,6,D,47.32,83.99,93.56,46.66,1,12,3,56.18,48,13,7,1,57.4,Medium,High School,3200,0,Medium,High
360,12,Female,7,D,98.8,93.83,41.2,92.35,1,10,3,95.53,1,1,7,0,64.01,Medium,Graduate,3767,2,Medium,High
361,13,Female,6,B,85.79,50.99,39.71,81.94,1,2,1,61.7,43,0,2,4,75.01,High,Post-Graduate,2980,0,Medium,High
362,10,Male,8,B,77.15,79.17,33.29,49.17,1,5,1,88.4,22,13,1,4,92.4,High,Graduate,8106,0,High,Low
363,10,Female,9,A,94.14,63.91,62.2,93.48,1,13,1,82.56,20,15,7,0,99.2,High,High School,3291,1,Medium,Low
364,11,Female,8,A,96.93,38.88,74.16,82.31,1,5,3,73.41,34,14,2,4,88.95,Low,High School,2132,2,Medium,High
365,16,Female,11,C,61.75,25.42,74.09,72.48,1,12,0,54.37,0,11,7,1,57.65,High,High School,4190,3,Medium,High
366,16,Other,10,B,52.94,39.67,40.88,54.93,1,0,3,94.63,19,18,7,2,94.92,High,Graduate,2978,2,Medium,High
367,15,Female,10,D,52.07,68.39,27.58,72.13,1,16,3,76.52,37,16,4,2,84.61,High,High School,4754,1,Medium,High
368,11,Male,6,B,32.5,23.22,44.82,67.46,1,10,0,55.66,46,14,8,2,54.44,High,High School,7282,0,Low,High
369,12,Female,10,B,49.57,86.9,60.27,82.55,1,1,2,73.84,48,7,6,4,67.02,High,Graduate,6934,2,Low,High
370,16,Male,10,B,54.85,97.62,69.0,38.05,1,1,1,55.19,1,18,9,3,90.18,Medium,Post-Graduate,7069,3,Medium,High
371,13,Male,11,A,32.58,26.68,41.65,90.85,1,15,3,68.68,15,9,6,0,93.62,Low,Graduate,6442,2,High,High
372,17,Male,7,D,91.78,39.74,34.65,67.35,1,11,3,55.91,23,19,9,3,87.42,High,High School,9054,3,High,High
373,11,Male,7,D,89.35,74.05,87.33,84.54,1,8,2,63.11,31,8,4,0,74.07,Medium,High School,5253,3,Medium,High
374,17,Female,8,A,47.61,84.49,88.63,47.78,1,4,1,90.57,28,17,3,3,99.8,High,Graduate,8861,1,High,High
375,10,Female,8,A,86.18,47.68,42.4,51.35,1,13,2,61.63,4,2,3,0,50.12,High,Illiterate,9419,1,Medium,High
376,13,Female,7,D,85.73,61.22,64.81,94.98,1,2,1,81.9,11,17,5,2,55.29,Medium,High School,8816,3,Medium,Low
377,13,Female,6,C,53.45,91.34,55.19,69.76,1,6,3,61.52,2,12,2,2,73.04,Low,Graduate,7981,0,Low,High
378,10,Male,7,B,78.79,50.75,31.36,45.42,1,17,1,80.81,1,1,1,1,85.46,Medium,Graduate,3213,2,Low,Low
379,11,Female,8,D,50.29,26.52,95.25,26.57,1,14,3,87.21,37,3,0,3,51.36,Medium,Post-Graduate,5071,1,Medium,High
380,10,Male,9,A,34.92,99.59,20.78,54.75,1,3,0,55.16,30,19,8,0,71.42,High,High School,5223,0,Medium,High
381,17,Male,10,D,65.34,34.42,35.01,87.93,0,12,0,92.39,5,6,6,2,62.56,Low,Graduate,7383,2,Medium,Low
382,15,Female,11,B,60.68,23.9,47.65,40.11,1,17,0,95.68,28,11,2,0,78.01,High,High School,3481,1,Medium,Low
383,13,Male,9,D,39.67,52.85,88.52,88.82,1,15,2,68.62,19,14,3,2,65.7,High,High School,7089,1,High,High
384,14,Male,9,A,64.34,29.72,83.09,32.93,1,0,2,93.88,3,15,2,0,82.68,High,Graduate,4585,0,Medium,High
385,14,Female,10,C,96.46,98.3,66.39,30.39,1,1,3,55.81,28,7,3,3,57.35,Low,High School,6172,2,Medium,High
386,17,Female,7,A,81.2,50.46,75.6,68.46,1,1,2,71.27,9,19,4,0,88.0,Medium,High School,3909,0,Medium,High
387,12,Male,6,C,81.72,86.06,47.27,84.37,1,15,2,58.06,34,12,4,2,77.28,Medium,Post-Graduate,9345,3,Medium,High
388,16,Other,9,B,83.03,34.13,95.24,82.4,1,7,2,98.06,26,0,4,0,87.58,Medium,Post-Graduate,7864,2,Medium,High
389,10,Female,6,A,82.12,31.11,22.14,63.49,1,0,0,88.71,0,4,1,2,74.43,Medium,Graduate,9522,1,Medium,Low
390,10,Female,11,D,31.39,71.94,28.07,71.1,1,14,2,81.0,40,18,5,1,68.99,Low,High School,4883,2,Medium,High
391,12,Male,11,A,94.73,92.74,94.04,40.66,1,16,1,53.56,24,6,3,4,61.86,Medium,Graduate,4549,2,High,High
392,12,Female,11,A,88.11,29.16,95.6,64.1,1,16,2,58.29,22,3,9,4,94.28,Medium,High School,2222,0,Medium,High
393,17,Female,8,B,49.22,67.14,59.25,36.62,1,2,1,67.53,49,4,9,3,71.84,Medium,Graduate,2453,0,Medium,High
394,17,Female,9,C,68.69,26.8,66.12,94.27,1,11,0,61.39,19,8,2,2,73.78,Medium,High School,3017,2,Medium,High
395,12,Female,11,C,73.05,84.97,92.2,74.24,1,4,3,65.56,10,18,3,3,76.35,Low,High School,5235,3,Medium,High
396,13,Male,8,D,39.24,92.74,88.27,65.17,0,12,2,98.42,40,0,2,3,75.99,High,Graduate,7126,2,Medium,High
397,17,Male,11,A,47.78,70.3,88.96,39.77,1,6,3,90.08,24,10,4,0,79.35,High,Post-Graduate,2388,0,Medium,High
398,15,Female,7,B,31.63,75.07,49.74,52.72,1,0,3,53.5,6,3,9,4,56.74,High,Post-Graduate,7345,2,Medium,High
399,17,Male,9,C,90.48,24.43,86.44,82.42,1,16,3,52.8,3,17,3,3,91.68,Medium,High School,5808,1,High,High
400,10,Female,8,D,31.74,25.84,25.54,39.15,1,12,3,52.29,5,6,6,2,67.22,Low,High School,8411,2,High,High
401,17,Male,11,C,52.31,34.37,58.96,30.31,1,10,2,85.97,12,18,2,2,57.62,High,Illiterate,2600,2,Medium,High
402,13,Other,8,D,35.48,41.91,38.99,44.59,1,16,1,75.68,47,19,2,1,58.58,High,High School,7218,2,Medium,High
403,12,Other,11,C,84.7,80.79,22.86,83.56,1,12,3,57.4,33,5,5,4,68.06,High,Graduate,6276,0,Medium,High
404,10,Male,7,D,94.75,54.83,69.38,90.65,1,3,0,96.98,19,11,9,3,62.9,High,High School,4158,3,Medium,Low
405,17,Male,6,C,69.4,26.26,26.09,53.15,1,4,0,60.04,49,15,7,1,91.73,High,High School,7804,2,High,High
406,13,Female,11,C,39.77,88.21,29.61,82.5,1,13,1,86.09,33,13,9,2,93.95,High,Illiterate,4668,1,Medium,High
407,15,Other,6,A,69.07,99.51,26.54,46.58,1,15,3,99.92,12,3,4,4,85.59,Medium,High School,9072,3,Medium,High
408,17,Male,9,D,83.92,56.4,98.0,60.7,1,5,0,99.53,5,12,1,2,90.59,Medium,Graduate,7384,1,Low,Low
